x	y	t	id	label	task_id
337	164	0	5	L	2
335	159	200	5	L	0
602	262	400	7	M	0
556	164	600	5	L	0
830	205	800	7	M	0
770	203	1000	7	M	2
399	167	1200	5	L	1
423	180	1400	5	L	1
594	180	1600	5	L	2
565	198	1800	5	L	0
642	179	2000	5	L	2
564	180	2200	5	L	2
432	179	2400	5	L	1
435	178	2600	5	L	1
660	169	2800	5	L	2
661	172	3000	5	L	2
850	221	3200	7	M	2
826	228	3400	7	M	2
956	284	3600	7	M	0
796	215	3800	7	M	2
570	164	4000	5	L	0
402	175	4200	5	L	1
577	183	4400	5	L	2
778	182	4600	7	M	2
748	198	4800	7	M	2
391	183	5000	5	L	1
727	628	5200	0	Z	0
760	615	5400	6	A	0
747	187	5600	7	M	2
709	579	5800	6	A	2
302	226	6000	7	M	0
47	212	6200	6	A	0
115	477	6400	7	M	0
310	667	6600	0	Z	0
469	31	6800	4	T	0
131	85	7000	4	T	1
89	180	7200	7	M	0
167	632	7400	0	Z	0
104	586	7600	6	A	0
988	389	7800	0	Z	0
