x	y	t	id	label	task_id
364	246	0	7	M	0
406	317	200	7	M	0
140	493	400	7	M	0
171	525	600	7	M	0
54	521	800	6	A	0
604	530	1000	7	M	0
651	279	1200	7	M	0
784	452	1400	7	M	0
821	510	1600	7	M	0
798	273	1800	7	M	0
513	218	2000	7	M	0
376	216	2200	7	M	0
395	216	2400	7	M	0
426	216	2600	7	M	0
371	210	2800	7	M	0
400	217	3000	7	M	0
449	204	3200	5	L	0
588	215	3400	7	M	2
564	227	3600	7	M	2
626	220	3800	7	M	2
655	232	4000	7	M	0
537	227	4200	7	M	0
563	225	4400	7	M	2
755	250	4600	7	M	0
823	253	4800	7	M	0
868	243	5000	7	M	2
719	251	5200	7	M	0
725	546	5400	7	M	0
385	197	5600	5	L	0
303	148	5800	7	M	0
550	142	6000	0	Z	0
227	143	6200	7	M	0
55	130	6600	6	A	0
142	113	6800	0	Z	0
279	114	7000	0	Z	0
556	544	7200	7	M	0
611	576	7400	6	A	0
384	580	7600	6	A	0
307	592	7800	6	A	0
149	589	8000	6	A	0
220	590	8200	6	A	0
