x	y	t	id	label	task_id
248	231	0	7	M	0
611	350	200	7	M	0
469	219	400	7	M	0
416	206	600	5	L	0
556	186	800	5	L	2
188	31	1000	4	T	0
169	25	1200	4	T	0
123	31	1400	4	T	0
279	24	1600	4	T	0
452	25	1800	4	T	0
544	19	2000	4	T	0
442	32	2200	4	T	0
340	33	2400	4	T	0
456	24	2600	4	T	0
567	17	2800	4	T	0
629	7	3000	4	T	0
157	76	3400	4	T	1
127	76	3600	4	T	1
236	70	3800	4	T	2
319	65	4000	4	T	0
403	75	4200	4	T	0
459	84	4400	4	T	0
568	65	4600	4	T	0
651	61	4800	4	T	0
718	36	5000	4	T	0
777	33	5200	4	T	0
868	31	5400	4	T	0
826	39	5600	4	T	0
776	46	5800	4	T	0
867	35	6000	4	T	0
898	29	6200	4	T	0
827	307	6400	7	M	0
908	285	6600	7	M	0
403	625	6800	0	Z	0
203	659	7000	0	Z	0
251	565	7200	6	A	0
886	193	7400	7	M	0
914	257	7600	7	M	0
791	254	7800	7	M	0
467	198	8000	5	L	0
397	186	8200	5	L	1
215	97	8400	4	T	0
188	78	8600	4	T	1
301	70	8800	4	T	2
533	310	9000	7	M	0
606	572	9200	6	A	0
628	233	9400	7	M	2
431	193	9600	5	L	1
398	186	9800	5	L	1
419	195	10000	5	L	1
553	187	10200	5	L	2
597	190	10400	5	L	2
769	221	10600	7	M	0
747	232	10800	7	M	0
735	214	11000	7	M	2
776	228	11200	7	M	0
471	186	11400	5	L	2
412	189	11600	5	L	1
261	81	11800	4	T	1
708	239	12000	7	M	2
780	236	12200	7	M	0
728	231	12400	7	M	2
718	188	12600	7	M	0
750	565	12800	6	A	0
759	305	13000	7	M	0
715	206	13200	7	M	0
593	202	13400	5	L	2
585	221	13600	7	M	2
631	520	13800	7	M	0
575	268	14000	7	M	0
589	227	14200	7	M	2
719	214	14400	7	M	2
803	264	14600	7	M	0
252	377	14800	7	M	0
355	369	15000	7	M	0
396	571	15200	6	A	0
353	220	15400	7	M	0
397	199	15600	5	L	0
737	232	15800	7	M	0
732	203	16000	7	M	2
592	217	16200	7	M	2
586	566	16400	6	A	0
510	578	16600	6	A	2
603	576	16800	6	A	0
580	231	17000	7	M	2
806	234	17200	7	M	2
857	285	17400	7	M	0
640	566	17600	6	A	0
853	319	17800	7	M	0
879	414	18000	7	M	0
755	236	18200	7	M	0
731	221	18400	7	M	2
756	578	18600	6	A	3
461	228	18800	7	M	0
406	201	19000	5	L	0
550	189	19200	5	L	2
770	235	19400	7	M	0
815	278	19600	7	M	0
878	419	19800	7	M	0
744	236	20000	7	M	0
