x	y	t	id	label	task_id
508	342	0	7	M	0
357	407	200	7	M	2
421	433	400	7	M	2
432	414	600	7	M	2
322	263	800	7	M	1
166	77	1000	0	Z	0
85	72	1200	0	Z	0
112	50	1400	4	T	0
209	53	1600	4	T	3
250	70	1800	0	Z	0
108	65	2000	4	T	0
55	49	2200	4	T	0
131	52	2400	4	T	0
193	70	2600	0	Z	0
205	79	2800	0	Z	0
291	88	3000	0	Z	0
182	70	3200	0	Z	0
186	79	3400	0	Z	0
254	77	3600	0	Z	0
292	88	3800	0	Z	0
333	74	4000	0	Z	0
306	123	4200	7	M	1
313	89	4400	0	Z	0
265	295	4600	7	M	0
322	268	4800	7	M	1
132	122	5000	7	M	0
56	126	5200	7	M	0
109	119	5400	7	M	0
147	134	5600	7	M	0
44	174	5800	7	M	0
331	235	6000	7	M	1
69	151	6200	7	M	0
49	145	6400	7	M	0
97	115	6600	7	M	0
133	133	6800	7	M	0
343	194	7000	7	M	1
332	254	7200	7	M	1
311	281	7400	7	M	0
334	244	7600	7	M	1
442	395	7800	7	M	2
182	845	8000	6	A	0
107	783	8200	7	M	0
76	786	8400	7	M	0
115	574	8600	7	M	0
188	250	8800	7	M	0
320	256	9000	7	M	1
341	252	9200	7	M	1
338	257	9400	7	M	1
237	106	9600	0	Z	0
118	118	9800	7	M	0
169	130	10000	7	M	0
538	428	10200	7	M	2
564	531	10400	7	M	0
581	515	10600	7	M	2
396	371	10800	7	M	2
314	236	11000	7	M	1
315	262	11200	7	M	1
442	417	11400	7	M	0
146	497	11600	7	M	0
37	448	11800	6	A	0
91	123	12000	7	M	0
152	132	12200	7	M	0
110	774	12400	7	M	0
105	786	12600	7	M	0
353	855	12800	6	A	2
404	860	13000	6	A	0
607	970	13200	0	Z	0
544	946	13400	0	Z	0
402	861	13600	6	A	0
556	491	13800	7	M	2
393	884	14000	6	A	1
133	214	14200	7	M	0
144	127	14400	7	M	0
333	204	14600	7	M	1
343	239	14800	7	M	1
336	254	15000	7	M	1
349	263	15200	7	M	1
349	265	15400	7	M	1
