x	y	t	id	label	task_id
181	364	0	7	M	0
314	336	200	7	M	0
334	328	400	7	M	0
175	98	600	0	Z	0
108	160	800	7	M	0
93	146	1000	7	M	0
160	144	1200	7	M	0
202	70	1400	0	Z	0
343	65	1600	4	T	0
371	62	1800	4	T	0
407	62	2000	4	T	0
144	202	2200	7	M	0
105	129	2400	7	M	0
156	328	2600	7	M	0
320	314	2800	7	M	0
54	295	3000	7	M	0
78	716	3200	7	M	0
110	104	3400	0	Z	3
110	100	3600	0	Z	3
90	120	3800	7	M	0
169	135	4000	7	M	0
215	859	4200	6	A	0
370	899	4400	6	A	1
323	898	4600	6	A	1
404	910	4800	6	A	0
346	898	5000	6	A	1
356	895	5200	6	A	1
509	469	5400	7	M	2
552	551	5600	7	M	2
145	288	5800	7	M	0
341	301	6000	7	M	0
339	301	6200	7	M	0
352	299	6400	7	M	0
353	302	6600	7	M	0
165	353	6800	7	M	0
60	240	7000	7	M	0
