x	y	t	id	label	task_id
379	301	0	7	M	0
373	287	200	7	M	0
143	151	400	5	L	0
257	661	600	6	A	0
448	693	800	6	A	1
421	697	1000	0	Z	0
481	695	1200	6	A	0
459	671	1400	6	A	1
254	626	1600	6	A	0
609	623	1800	0	Z	0
593	505	2000	7	M	0
596	215	2200	7	M	0
393	160	2400	5	L	0
143	121	2600	5	L	2
745	150	3000	5	L	0
731	89	3200	0	Z	0
408	127	3400	5	L	0
408	154	3600	5	L	0
138	175	3800	5	L	1
202	174	4000	5	L	1
128	196	4200	5	L	0
135	161	4400	5	L	1
113	67	4600	4	T	0
142	49	4800	4	T	1
229	52	5000	4	T	0
143	124	5200	5	L	2
124	68	5400	4	T	0
147	133	5600	5	L	0
191	131	5800	5	L	0
140	166	6000	5	L	1
158	190	6200	5	L	0
228	184	6400	5	L	0
258	148	6600	5	L	0
404	125	6800	5	L	0
451	133	7000	5	L	0
392	604	7200	7	M	0
359	686	7400	6	A	0
379	133	7600	5	L	0
449	133	7800	5	L	0
500	144	8000	5	L	0
492	211	8200	0	Z	0
744	137	8400	5	L	0
859	115	8600	5	L	0
235	132	8800	5	L	0
251	150	9000	5	L	0
226	191	9200	5	L	0
142	138	9400	5	L	0
133	156	9600	5	L	0
141	196	9800	5	L	0
125	190	10000	5	L	0
170	191	10200	5	L	0
190	202	10400	5	L	0
221	195	10600	5	L	0
133	204	10800	0	Z	0
185	211	11000	7	M	0
245	207	11200	0	Z	0
128	209	11400	0	Z	0
81	199	11600	5	L	0
144	325	11800	7	M	0
395	435	12000	7	M	0
104	179	12200	5	L	1
85	190	12400	5	L	0
593	413	12600	7	M	0
645	401	12800	7	M	0
712	412	13000	7	M	0
229	172	13200	5	L	1
366	153	13400	5	L	0
356	193	13600	5	L	0
88	186	13800	5	L	0
350	179	14000	5	L	0
611	420	14200	7	M	0
728	418	14400	7	M	0
840	432	14600	7	M	0
867	441	14800	7	M	0
706	628	15000	6	A	0
653	475	15200	7	M	0
588	479	15400	7	M	0
610	626	15600	6	A	0
622	503	15800	7	M	0
717	487	16000	7	M	0
914	479	16200	7	M	0
879	213	16400	7	M	0
715	187	16600	5	L	0
695	456	16800	7	M	0
623	499	17000	7	M	0
638	428	17200	7	M	0
657	381	17400	7	M	0
138	190	17600	5	L	0
94	192	17800	5	L	0
364	143	18000	5	L	0
351	197	18200	5	L	0
707	179	18400	5	L	0
651	311	18600	7	M	0
716	385	18800	7	M	0
518	531	19000	7	M	0
100	187	19200	5	L	0
354	197	19400	5	L	0
635	425	19600	7	M	0
577	400	19800	7	M	0
187	161	20000	5	L	1
324	158	20200	5	L	0
531	429	20400	7	M	0
495	631	20600	6	A	0
575	663	20800	6	A	0
172	726	21000	0	Z	0
105	726	21200	0	Z	0
449	656	21400	6	A	0
595	350	21600	7	M	0
597	467	21800	7	M	0
856	460	22000	7	M	0
655	662	22200	6	A	0
630	643	22400	6	A	1
630	480	22600	7	M	0
887	440	22800	7	M	0
891	461	23000	7	M	0
585	388	23200	7	M	0
153	186	23400	5	L	0
141	214	23600	7	M	0
146	201	23800	5	L	0
100	201	24000	5	L	0
89	258	24200	7	M	0
100	169	24400	5	L	1
557	484	24600	7	M	0
