x	y	t	id	label	task_id
316	347	0	7	M	0
184	331	200	7	M	0
157	320	400	7	M	0
552	428	600	7	M	2
559	547	800	7	M	2
583	575	1000	7	M	2
564	547	1200	7	M	2
573	550	1400	7	M	2
557	563	1600	7	M	2
585	521	1800	7	M	0
565	544	2000	7	M	0
576	533	2200	7	M	2
508	492	2400	7	M	2
515	515	2600	7	M	2
327	774	2800	7	M	0
345	398	3000	7	M	0
55	57	3400	4	T	0
132	51	3600	4	T	0
428	338	3800	7	M	2
416	419	4000	7	M	0
407	403	4200	7	M	2
437	414	4400	7	M	2
582	558	4600	7	M	2
556	553	4800	7	M	2
572	525	5000	7	M	2
576	569	5200	7	M	2
375	304	5400	7	M	2
328	259	5600	7	M	1
150	302	5800	7	M	0
149	336	6000	7	M	0
162	521	6200	7	M	0
176	553	6400	7	M	0
119	677	6600	7	M	0
79	776	6800	7	M	0
73	540	7000	7	M	0
90	521	7200	7	M	0
90	512	7400	7	M	0
100	540	7600	7	M	0
70	497	7800	7	M	0
423	420	8000	7	M	2
400	455	8200	7	M	0
582	556	8400	7	M	2
