x	y	t	id	label	task_id
467	354	0	7	M	2
209	366	200	7	M	0
141	333	400	7	M	0
179	479	600	7	M	0
64	366	800	7	M	0
112	60	1000	4	T	0
72	88	1200	0	Z	3
121	87	1400	0	Z	3
65	83	1600	0	Z	0
51	105	1800	0	Z	3
245	832	2000	7	M	0
349	880	2200	6	A	1
351	903	2400	6	A	0
393	908	2600	6	A	0
386	886	2800	6	A	1
459	882	3000	6	A	0
360	457	3200	7	M	0
389	451	3400	7	M	0
334	746	3600	7	M	0
351	812	3800	7	M	0
401	436	4000	7	M	2
420	442	4200	7	M	2
560	541	4400	7	M	0
539	551	4600	7	M	0
354	898	4800	6	A	1
369	888	5000	6	A	1
110	796	5200	7	M	0
109	715	5400	7	M	0
